"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"55-64 years"	"55-64"	"Female"	"F"	16	2859497	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"55-64 years"	"55-64"	"Male"	"M"	17	2593011	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"65-74 years"	"65-74"	"Female"	"F"	53	2016776	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"65-74 years"	"65-74"	"Male"	"M"	33	1638435	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"75-84 years"	"75-84"	"Female"	"F"	171	1670777	10.2
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"75-84 years"	"75-84"	"Male"	"M"	117	1072495	10.9
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"85+ years"	"85+"	"Female"	"F"	218	709820	30.7
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	71	286947	24.7
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	10	4093996	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2004"	"2004"	"55-64 years"	"55-64"	"Female"	"F"	25	2967389	0.8
